제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 
제주시,애월읍,슈퍼 마켓,남,40대,7803350,406
서귀포시,예래동,스넥,남,20대,860690,45
서귀포시,성산읍,기타음료식품,여,40대,1239070,65
서귀포시,성산읍,슈퍼 마켓,남,40대,6538645,344
서귀포시,남원읍,기타음료식품,여,20대,1497500,79
서귀포시,예래동,스넥,남,40대,4093010,216
제주시,연동,기념품 점,여,20대,1777500,94
서귀포시,성산읍,스넥,남,20대,1379700,73
제주시,연동,기타음료식품,여,50대,245200,13
서귀포시,예래동,스넥,여,30대,4000790,213
제주시,용담2동,기타음료식품,남,20대,300200,16
제주시,용담2동,기타음료식품,남,40대,618100,33
서귀포시,성산읍,의원,여,40대,391000,21
서귀포시,성산읍,기념품 점,여,20대,1782500,96
서귀포시,성산읍,스넥,여,40대,964500,52
서귀포시,남원읍,슈퍼 마켓,여,30대,2187650,118
제주시,연동,약국,여,40대,2266020,123
서귀포시,성산읍,슈퍼 마켓,여,40대,4150880,226
서귀포시,남원읍,기타음료식품,여,30대,1450200,79
서귀포시,성산읍,기타음료식품,여,50대,696470,38
서귀포시,예래동,스넥,여,40대,2261370,124
제주시,애월읍,스넥,여,50대,1400200,77
서귀포시,성산읍,스넥,여,30대,4628800,255
제주시,애월읍,농축수산품,남,20대,614000,34
제주시,용담2동,기타음료식품,여,20대,323800,18
제주시,노형동,슈퍼 마켓,남,20대,4589960,256
제주시,이도2동,의원,남,30대,1884500,106
서귀포시,예래동,기타음료식품,남,40대,2931860,166
서귀포시,성산읍,스넥,남,30대,5158200,293
제주시,용담2동,슈퍼 마켓,남,20대,1558740,89
서귀포시,대륜동,기타음료식품,남,40대,560000,32
제주시,연동,슈퍼 마켓,남,40대,14471320,827
서귀포시,예래동,기타음료식품,여,50대,747200,43
제주시,노형동,약국,남,50대,2603350,150
제주시,이도2동,악세 사리,남,30대,242900,14
제주시,연동,스넥,여,50대,1555500,90
서귀포시,대륜동,슈퍼 마켓,여,50대,362340,21
제주시,연동,약국,여,50대,1362450,79
제주시,애월읍,스넥,남,50대,1221400,71
서귀포시,예래동,슈퍼 마켓,남,50대,720803,42
제주시,애월읍,농축수산품,여,20대,1698500,99
제주시,애월읍,스포츠레져용품,여,40대,171500,10
제주시,용담2동,슈퍼 마켓,남,50대,3771560,220
서귀포시,성산읍,기념품 점,남,20대,856800,50
제주시,노형동,슈퍼 마켓,여,30대,7877730,460
서귀포시,예래동,슈퍼 마켓,여,40대,427320,25
서귀포시,예래동,기념품 점,여,40대,477000,28
서귀포시,예래동,스넥,여,20대,1684210,99
서귀포시,성산읍,스넥,여,20대,3195800,189
서귀포시,예래동,기념품 점,여,30대,961900,57
제주시,용담2동,슈퍼 마켓,여,30대,2798840,167
제주시,애월읍,스넥,여,40대,3030960,181
서귀포시,성산읍,기타음료식품,남,50대,602630,36
제주시,삼도2동,슈퍼 마켓,남,50대,1218640,73
서귀포시,대륜동,슈퍼 마켓,남,40대,1304520,79
서귀포시,예래동,슈퍼 마켓,여,30대,623930,38
제주시,애월읍,슈퍼 마켓,여,30대,4662940,287
제주시,삼도2동,슈퍼 마켓,남,40대,2132640,132
제주시,연동,스넥,여,40대,2431100,151
서귀포시,남원읍,스넥,여,50대,587600,37
제주시,이도2동,약국,여,50대,823680,52
제주시,노형동,슈퍼 마켓,여,20대,4085020,258
제주시,이도2동,기타음료식품,남,50대,188400,12
제주시,애월읍,슈퍼 마켓,남,30대,5952150,382
제주시,연동,스넥,여,30대,6272000,403
서귀포시,대륜동,기타음료식품,여,40대,309700,20
제주시,애월읍,슈퍼 마켓,남,20대,1688060,110
제주시,연동,스넥,남,30대,5412000,354
제주시,용담2동,슈퍼 마켓,남,30대,3354050,220
제주시,애월읍,스넥,남,20대,3318600,218
제주시,노형동,슈퍼 마켓,남,30대,8809240,579
서귀포시,대륜동,슈퍼 마켓,남,20대,182500,12
제주시,이도2동,약국,여,40대,1425460,94
서귀포시,예래동,슈퍼 마켓,남,30대,1011750,67
제주시,연동,스넥,남,20대,3381600,224
서귀포시,남원읍,스넥,여,40대,1005100,67
서귀포시,성산읍,슈퍼 마켓,남,20대,2856390,191
제주시,애월읍,스넥,남,30대,10285700,690
제주시,이도2동,스넥,여,50대,849000,57
제주시,애월읍,슈퍼 마켓,여,20대,1679620,113
서귀포시,성산읍,기타음료식품,남,30대,1880490,127
서귀포시,예래동,기타음료식품,여,30대,2138380,145
제주시,노형동,약국,여,50대,1474570,100
서귀포시,남원읍,슈퍼 마켓,남,30대,1841630,125
서귀포시,성산읍,슈퍼 마켓,여,30대,6878520,467
제주시,노형동,스넥,남,50대,2393300,164
제주시,연동,슈퍼 마켓,남,30대,13714100,946
제주시,이도2동,약국,남,50대,1043120,72
제주시,삼도2동,슈퍼 마켓,여,50대,579390,40
제주시,이도2동,스넥,남,50대,1214800,84
제주시,이도2동,스넥,여,40대,1500300,104
제주시,이도2동,기타음료식품,여,30대,504100,35
제주시,용담2동,슈퍼 마켓,여,20대,859510,60
서귀포시,성산읍,슈퍼 마켓,남,30대,8413600,589
서귀포시,성산읍,의원,남,50대,185000,13
서귀포시,남원읍,약국,남,50대,198000,14
제주시,이도2동,스넥,남,40대,2226300,158
제주시,연동,약국,남,40대,2025800,144
제주시,애월읍,스넥,여,30대,11144300,793
제주시,연동,약국,남,50대,1474540,105
제주시,애월읍,스넥,여,20대,8173400,583
제주시,연동,의원,남,20대,182200,13
제주시,연동,기타음료식품,여,20대,195900,14
제주시,삼도2동,슈퍼 마켓,남,30대,1016210,73
제주시,애월읍,약국,남,30대,236100,17
제주시,이도2동,약국,남,40대,2040760,147
서귀포시,대륜동,슈퍼 마켓,여,30대,553680,40
서귀포시,대륜동,기타음료식품,남,30대,359300,26
제주시,연동,슈퍼 마켓,남,20대,5640210,410
제주시,애월읍,약국,여,50대,150800,11
제주시,연동,슈퍼 마켓,여,20대,5500410,403
서귀포시,남원읍,슈퍼 마켓,여,20대,503510,37
서귀포시,남원읍,스포츠레져용품,남,30대,244800,18
서귀포시,성산읍,슈퍼 마켓,여,20대,4230200,319
제주시,연동,스넥,여,20대,5164500,391
제주시,노형동,기타음료식품,여,30대,342100,26
제주시,용담2동,기타음료식품,남,30대,522800,40
서귀포시,성산읍,기타음료식품,남,40대,977660,75
서귀포시,성산읍,기타음료식품,여,20대,596040,46
서귀포시,성산읍,기타음료식품,여,30대,1308630,101
서귀포시,예래동,기타음료식품,여,20대,1176600,91
서귀포시,남원읍,스넥,남,30대,2656700,207
제주시,연동,기타음료식품,남,20대,153100,12
제주시,연동,약국,여,30대,2562690,201
제주시,이도2동,스넥,남,30대,3616400,284
서귀포시,남원읍,스넥,남,40대,995600,79
제주시,노형동,스넥,남,20대,4405880,351
제주시,노형동,약국,남,20대,622100,50
제주시,이도2동,의원,여,50대,435200,35
제주시,이도2동,약국,여,30대,1593920,130
서귀포시,성산읍,약국,여,50대,342000,28
서귀포시,성산읍,의원,남,40대,146500,12
서귀포시,남원읍,스넥,여,30대,3158400,259
서귀포시,남원읍,스넥,남,20대,1005500,83
제주시,노형동,기타음료식품,여,20대,445130,37
제주시,노형동,스넥,여,40대,2003180,167
제주시,삼도2동,의원,남,40대,227700,19
서귀포시,예래동,슈퍼 마켓,남,40대,723020,61
제주시,연동,기타음료식품,남,30대,165400,14
제주시,이도2동,의원,남,20대,472500,40
제주시,애월읍,약국,남,40대,364700,31
서귀포시,대륜동,약국,남,50대,246500,21
제주시,삼도2동,약국,여,50대,129100,11
제주시,노형동,약국,여,40대,2003560,171
제주시,이도2동,의원,남,40대,1234120,106
제주시,연동,약국,여,20대,1305460,113
제주시,노형동,스넥,여,50대,828200,72
서귀포시,예래동,기타음료식품,남,20대,558000,49
서귀포시,대륜동,슈퍼 마켓,여,20대,170740,15
제주시,삼도2동,스넥,남,30대,147500,13
서귀포시,성산읍,기타음료식품,남,20대,620730,55
제주시,노형동,스넥,남,40대,3950450,351
제주시,노형동,약국,남,30대,2509120,224
서귀포시,성산읍,약국,여,40대,433900,39
제주시,삼도2동,슈퍼 마켓,여,30대,685840,62
제주시,연동,약국,남,30대,1799700,163
서귀포시,대륜동,약국,여,50대,187500,17
제주시,노형동,약국,남,40대,2573470,234
제주시,이도2동,스넥,남,20대,2374100,217
제주시,이도2동,기타음료식품,남,20대,163600,15
제주시,노형동,기타음료식품,남,30대,766860,71
제주시,노형동,약국,여,30대,3109860,289
제주시,삼도2동,슈퍼 마켓,여,20대,430380,40
제주시,이도2동,약국,남,30대,1538210,144
제주시,삼도2동,슈퍼 마켓,여,40대,775790,73
제주시,노형동,스넥,남,30대,5668650,536
제주시,이도2동,스넥,여,30대,2926750,278
서귀포시,남원읍,스넥,여,20대,1681800,160
제주시,이도2동,기타음료식품,여,20대,187000,18
서귀포시,성산읍,약국,남,50대,340510,33
제주시,삼도2동,스넥,여,40대,123500,12
제주시,애월읍,약국,남,50대,194300,19
제주시,용담2동,약국,여,50대,524850,52
제주시,노형동,스넥,여,30대,3689600,367
제주시,노형동,스넥,여,20대,4046700,405
서귀포시,성산읍,의원,남,30대,99800,10
제주시,애월읍,약국,여,40대,219300,22
제주시,용담2동,약국,여,40대,735400,75
제주시,삼도2동,약국,여,30대,301300,31
제주시,용담2동,약국,남,40대,789200,82
제주시,용담2동,스넥,남,50대,1340420,141
제주시,용담2동,스넥,남,40대,2214460,233
서귀포시,성산읍,의원,여,30대,152000,16
제주시,노형동,약국,여,20대,1154660,122
서귀포시,남원읍,슈퍼 마켓,남,20대,296410,32
제주시,삼도2동,슈퍼 마켓,남,20대,483490,53
제주시,삼도2동,의원,남,50대,91200,10
제주시,용담2동,스넥,여,50대,1085270,119
제주시,이도2동,약국,남,20대,498340,55
서귀포시,대륜동,약국,남,40대,342600,38
제주시,삼도2동,스넥,남,40대,135000,15
서귀포시,남원읍,의원,여,50대,108000,12
서귀포시,예래동,슈퍼 마켓,여,20대,149150,17
제주시,용담2동,스넥,여,40대,1648030,191
제주시,이도2동,스넥,여,20대,2992500,349
서귀포시,대륜동,약국,여,40대,265600,31
제주시,애월읍,기타음료식품,여,50대,119650,14
제주시,용담2동,스넥,여,30대,2836290,332
제주시,삼도2동,약국,남,40대,98100,12
서귀포시,성산읍,약국,남,30대,366600,45
제주시,용담2동,약국,여,20대,709500,88
제주시,용담2동,약국,여,30대,1002900,125
제주시,용담2동,약국,남,30대,877400,110
제주시,용담2동,스넥,남,30대,2575270,323
제주시,용담2동,약국,남,50대,469820,59
제주시,용담2동,스넥,남,20대,838730,108
제주시,연동,약국,남,20대,438460,57
제주시,삼도2동,약국,남,50대,92300,12
제주시,이도2동,약국,여,20대,880870,115
서귀포시,대륜동,약국,여,30대,451900,59
서귀포시,남원읍,약국,여,30대,107000,14
서귀포시,남원읍,약국,여,40대,116100,16
제주시,삼도2동,스넥,남,20대,130600,18
제주시,용담2동,스넥,여,20대,1177770,164
서귀포시,성산읍,약국,남,40대,243300,34
서귀포시,대륜동,약국,남,30대,378400,53
제주시,애월읍,기타음료식품,남,50대,120500,17
제주시,용담2동,약국,남,20대,168500,24
제주시,삼도2동,의원,여,50대,102900,15
제주시,삼도2동,약국,여,20대,105700,16
서귀포시,성산읍,약국,여,30대,457400,70
서귀포시,남원읍,약국,남,40대,156500,24
제주시,노형동,기타음료식품,남,20대,245030,38
제주시,애월읍,약국,여,30대,166900,26
서귀포시,남원읍,약국,남,30대,107300,17
제주시,삼도2동,약국,남,30대,169900,27
제주시,애월읍,기타음료식품,여,30대,62600,10
제주시,용담2동,의원,여,40대,74100,12
서귀포시,남원읍,의원,남,40대,80100,13
제주시,삼도2동,약국,여,40대,127200,21
서귀포시,대륜동,약국,여,20대,124500,21
서귀포시,성산읍,약국,여,20대,115200,24
제주시,애월읍,기타음료식품,남,20대,271200,57
제주시,애월읍,기타음료식품,여,20대,299850,77
제주시,애월읍,기타음료식품,여,40대,61800,16
제주시,이도2동,기타음료식품,남,50대,5449600,13
제주시,노형동,정장(여성),남,30대,5997300,19
제주시,이도2동,스포츠레져용품,남,40대,5043500,18
서귀포시,대륜동,농축수산품,여,50대,32503000,127
제주시,노형동,스포츠레져용품,여,30대,1952950,10
서귀포시,대륜동,농축수산품,남,50대,21648400,118
제주시,노형동,스포츠레져용품,여,40대,2001600,11
제주시,노형동,스포츠레져용품,남,30대,3880700,22
서귀포시,대륜동,농축수산품,여,40대,11602500,73
서귀포시,예래동,스포츠레져용품,남,30대,1959900,13
제주시,노형동,정장(여성),남,50대,2796600,19
제주시,연동,정장(여성),남,30대,8710100,61
제주시,연동,스포츠레져용품,여,50대,12986900,92
서귀포시,대륜동,농축수산품,남,40대,12317200,89
제주시,노형동,스포츠레져용품,남,50대,1654700,12
제주시,이도2동,스포츠레져용품,남,50대,3508100,27
제주시,연동,정장(여성),여,40대,6780300,55
제주시,노형동,스포츠레져용품,남,40대,2327100,20
제주시,연동,농축수산품,남,40대,9304900,80
제주시,연동,스포츠레져용품,남,50대,14510500,129
제주시,삼도2동,정장(여성),여,50대,1782900,16
제주시,연동,스포츠레져용품,여,40대,13109400,121
제주시,연동,농축수산품,남,50대,5880760,56
서귀포시,남원읍,골프 용품,남,50대,1326800,13
제주시,노형동,안경,남,30대,1724000,17
서귀포시,남원읍,골프 용품,여,50대,1296000,13
제주시,연동,스포츠레져용품,남,40대,18935900,191
제주시,연동,정장(여성),남,50대,2014100,21
제주시,이도2동,기타음료식품,남,40대,2251050,24
서귀포시,대륜동,농축수산품,여,30대,6233800,69
제주시,연동,악세 사리,여,50대,1098900,13
제주시,용담2동,농축수산품,남,50대,42018150,500
제주시,삼도2동,스포츠레져용품,남,50대,3554500,43
제주시,연동,스포츠레져용품,여,30대,12414900,152
제주시,이도2동,농축수산품,여,50대,34028420,420
서귀포시,예래동,농축수산품,남,40대,5910800,73
제주시,이도2동,정장(여성),여,50대,809000,10
제주시,노형동,정장(여성),여,40대,3154900,39
제주시,연동,정장(여성),여,50대,2730300,34
